time_ms,accuracy,compute_similarities_with_state_decision_0,compute_similarities_with_state_decision_1,compute_similarities_with_state_threshold_0,parse_embedding_decision_0,parse_embedding_decision_1,parse_embedding_threshold_0,selector_kernel_decision_0,selector_kernel_decision_1,selector_kernel_threshold_0,qos_loss,exact_accuracy
5443.212957,0.488869,2,2,0,1,1,0,0,0,0,0.000000,0.460000
5429.487653,0.488869,2,2,0,1,1,0,0,0,0,0.000000,0.460000
5426.436273,0.488869,2,2,0,1,1,0,0,0,0,0.000000,0.460000
5436.579263,0.488869,2,2,0,1,1,0,0,0,0,0.000000,0.460000
4983.710902,0.499901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
4970.877618,0.499901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
4977.831530,0.499901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
4974.287304,0.499901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
4970.316504,0.499901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
4965.967032,0.499901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
4975.875108,0.499901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
4980.752740,0.499901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
4970.085255,0.499901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
5440.789207,0.488869,2,2,0,1,1,0,0,0,0,0.000000,0.460000
4977.134255,0.499901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
4981.328209,0.499901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
5448.129071,0.488869,2,2,0,1,1,0,0,0,0,0.000000,0.460000
5443.166379,0.393095,1,1,0,2,2,0,0,0,0,0.066905,0.460000
4969.589799,0.499901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
4966.952945,0.499901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
5013.103373,0.076806,0,0,0,0,0,0,1,1,0,0.383194,0.460000
4982.294462,0.499901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
5436.990595,0.393095,1,1,0,2,2,0,0,0,0,0.066905,0.460000
4965.372754,0.499901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
4982.567263,0.499901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
2185.110345,0.071806,2,2,0,2,2,0,1,1,0,0.388194,0.460000
3518.190405,0.076806,0,0,0,1,1,0,1,1,0,0.383194,0.460000
5427.383932,0.393095,1,1,0,2,2,0,0,0,0,0.066905,0.460000
